1	1	0	0
1	2	34	414
1	3	45	1426
1	4	84	315
1	5	426	528
1	6	51	522
1	7	11	1169
1	8	8	2066
1	9	453	280
1	10	5	899
1	11	2	1035
1	12	4	297
1	13	70	585
1	14	338	549
1	15	1	435
1	16	32	197
1	17	120	558
1	18	24	176
1	19	643	394
1	20	53	454
1	21	6072	335
1	22	247	214
1	23	37	41
1	24	35	1242
1	25	95	482
1	26	14	99
1	27	25	1286
1	28	122	1006
1	29	228	162
1	30	362	1236
1	31	170	638
1	32	1084	132
1	33	36	674
1	34	37	1519
1	35	1	104
1	36	100	381
1	37	4	185
1	38	8	196
1	39	33	2068
1	40	51	250
1	41	43	343
1	42	32	417
1	43	176	249
1	44	129	460
1	45	115	1092
1	46	125	268
1	47	16	762
1	48	94	724
1	49	241	708
1	50	42	378
1	51	336	1846
1	52	31	261
1	53	25	728
1	54	834	2061
1	55	87	297
1	56	56	434
1	57	83	616
1	58	1993	1044
1	59	122	361
1	60	420	657
1	61	26	801
1	62	97	427
1	63	72	435
1	64	92	901
1	65	6323	391
1	66	146	396
1	67	92	957
1	68	147	754
1	69	137	857
1	70	33	789
1	71	1345	341
1	72	194	1754
1	73	500	70
1	74	93	2078
1	75	78	524
1	76	46	376
1	77	37	323
1	78	21	247
1	79	0	405
1	80	85	2124
1	81	209	497
1	82	42	2177
1	83	116	1591
1	84	74	1239
1	85	180	2045
1	86	480	2186
1	87	420	2055
1	88	12	901
1	89	5	259
1	90	20	1832
1	91	31	314
1	92	408	895
1	93	74	131
1	94	47	1740
1	95	33	847
1	96	2	348
1	97	603	263
1	98	74	984
1	99	85	885
1	100	40	47
2	1	34	414
2	2	0	0
2	3	131	1833
2	4	6	167
2	5	693	852
2	6	80	784
2	7	24	1574
2	8	5	2454
2	9	1262	288
2	10	22	1275
2	11	11	1425
2	12	4	117
2	13	127	946
2	14	5592	145
2	15	245	115
2	16	7129	251
2	17	431	759
2	18	93	509
2	19	287	645
2	20	60	811
2	21	4581	717
2	22	694	623
2	23	2573	419
2	24	63	1634
2	25	112	725
2	26	409	508
2	27	26	1681
2	28	482	1416
2	29	420	576
2	30	535	1622
2	31	115	1021
2	32	3323	479
2	33	39	945
2	34	114	1932
2	35	375	329
2	36	151	793
2	37	19	505
2	38	151	599
2	39	19	2448
2	40	162	595
2	41	177	564
2	42	224	705
2	43	104	235
2	44	75	80
2	45	434	1488
2	46	397	682
2	47	20	1144
